0 0 -2.000001072883606 -7.760000944137573 -2.02325540031729 -7.6500744560412 -2.000001072883606 -7.760000944137573 CR 1152221789.465602 1 0.47999998927116394 3 2 0.6248199343681335 2 3 0.6324099898338318 1 4 0.4724099636077881 4 5 0.9410249590873718 5 6 0.46142134070396423 6 -1 -1.0 7 -1 -1.0 0
1 0 -2.9400010518729687 -7.280000954866409 -3.09788059932026 -7.28324964104174 -2.8000010550022125 -6.960000962018967 CR 1152221824.118932 0 0.47999998927116394 7 4 0.1599999964237213 6 8 0.4994112551212311 3 9 0.9524099826812744 2 -1 -1.0 5 -1 -1.0 4 -1 -1.0 1 -1 -1.0 0
2 0 -1.6800010800361633 -6.800000965595245 -1.38696882413593 -7.29909791279267 -2.000001072883606 -6.960000962018967 CR 1152221791.621872 0 0.6248199343681335 6 3 0.2828426957130432 0 10 0.3199999928474426 2 11 0.46861496567726135 1 -1 -1.0 7 -1 -1.0 5 -1 -1.0 4 -1 -1.0 3
3 0 -0.9400010965764523 -7.260000955313444 -1.05268887333407 -7.08494945979789 -1.2000010907649994 -6.960000962018967 CR 1152221792.377277 0 0.6324099898338318 5 2 0.2828426957130432 4 11 0.3199999928474426 2 12 0.6248199343681335 1 13 0.1599999964237213 0 14 0.3014213442802429 7 -1 -1.0 6 -1 -1.0 3
4 0 -3.0600010491907597 -8.080000936985016 -3.08738934448534 -8.08612259693748 -2.8000010550022125 -7.760000944137573 CR 1152221825.750454 0 0.4724099636077881 0 1 0.1599999964237213 2 5 0.1599999964237213 6 6 1.0642640590667725 7 41 0.46861496567726135 5 -1 -1.0 4 -1 -1.0 3 -1 -1.0 1
5 0 -3.000001050531864 -8.860000919550657 -3.09769170709976 -8.84868348867772 -2.8000010550022125 -8.56000092625618 CR 1152221828.006723 0 0.9410249590873718 1 4 0.1599999964237213 2 6 0.7776263356208801 0 41 0.3199999928474426 4 42 0.3162049949169159 5 43 0.3014213442802429 6 -1 -1.0 7 -1 -1.0 3
6 1 -1.760001078248024 -8.740000922232866 -1.99685616044495 -7.64434684272596 -2.000001072883606 -8.56000092625618 CR 1152221789.707381 0 0.46142134070396423 2 4 1.0642640590667725 3 5 0.7776263356208801 4 43 0.7848199605941772 5 -1 -1.0 7 -1 -1.0 6 -1 -1.0 1 -1 -1.0 0
7 1 -0.9000010974705219 -8.840000919997692 -1.81504489664307 -7.5789915068794 -1.2000010907649994 -8.56000092625618 CR 1152221790.311937 -1 -1.0 7 -1 -1.0 6 -1 -1.0 5 -1 -1.0 4 -1 -1.0 3 -1 -1.0 2 -1 -1.0 1 -1 -1.0 0
8 0 -3.340001042932272 -6.360000975430012 -2.97417222635507 -6.53555464012745 -3.600001037120819 -6.16000097990036 CR 1152221821.902532 1 0.4994112551212311 7 9 0.3124099671840668 0 40 0.4897056221961975 2 -1 -1.0 6 -1 -1.0 5 -1 -1.0 4 -1 -1.0 3 -1 -1.0 1
9 0 -2.7000010572373867 -5.820000987499952 -2.56927973060388 -6.13260278027398 -2.8000010550022125 -6.16000097990036 CR 1152221820.049402 1 0.9524099826812744 6 10 0.3199999928474426 0 8 0.3124099671840668 4 39 0.1599999964237213 2 40 0.3297056257724762 3 -1 -1.0 7 -1 -1.0 5 -1 -1.0 1
