0 6-CR-1
1 6-CR-1
2 6-CR-1
3 6-DW-11
4 6-CR-1
5 6-CR-1
6 6-PT-1
7 6-PT-1
8 6-CR-1
9 6-CR-1
10 6-DW-3
11 6-CR-1
12 6-CR-1
13 6-CR-1
14 6-CR-1
15 6-CR-1
16 6-DW-10
17 0-UN-0
18 6-CR-1
19 6-CR-1
20 6-KT-1
21 6-KT-1
22 6-KT-1
23 6-KT-1
24 6-KT-1
25 6-KT-1
26 6-KT-1
27 6-KT-1
28 6-KT-1
29 6-KT-1
30 6-KT-1
31 6-KT-1
32 6-KT-1
33 6-KT-1
34 6-KT-1
35 6-KT-1
36 6-KT-1
37 6-KT-1
38 6-KT-1
39 6-KT-1
40 6-CR-1
41 6-CR-1
42 6-CR-1
43 6-CR-1
44 6-DW-4
45 6-CR-1
46 6-CR-1
47 6-CR-1
48 0-UN-0
49 6-CR-1
50 6-CR-1
51 6-CR-1
52 6-CR-1
53 6-DW-9
54 6-CR-1
55 6-CR-1
56 6-DW-5
57 6-CR-1
58 6-CR-1
59 6-CR-1
60 6-1PO-2
61 6-DW-8
62 6-1PO-2
63 6-1PO-2
64 6-1PO-2
65 6-1PO-2
66 6-1PO-2
67 6-1PO-2
68 6-1PO-2
69 6-1PO-2
70 6-2PO-1
71 6-2PO-1
72 6-2PO-1
73 6-2PO-1
74 6-2PO-1
75 6-2PO-1
76 6-2PO-1
77 6-2PO-1
78 6-2PO-1
79 6-2PO-1
80 6-2PO-1
81 6-2PO-1
82 6-2PO-1
83 6-2PO-1
84 6-PT-1
85 6-DW-2
86 6-PT-1
87 6-PT-1
88 6-PT-1
89 6-DW-12
90 6-PT-1
91 6-PT-1
92 6-PT-1
93 6-PT-1
94 6-PT-1
95 6-PT-1
96 6-PT-1
97 6-DW-1
98 6-PT-1
99 6-PT-1
100 6-AT-1
101 6-AT-1
102 6-AT-1
103 6-AT-1
104 6-DW-13
105 6-BA-1
106 6-BA-1
107 6-BA-1
